word	x	y	nearest
现金支票	-31.1123250645	-83.2217115956	0.562
影响	89.2247847189	42.0702257199	0.628
凉爽	19.917193158	-62.0472411268	0.554
力里国	-22.4561923915	-37.6938304123	0.471
一共	85.606037107	-32.7312482271	0.651
扮野	-51.2070226856	14.884496171	0.467
宗务支	-50.4764093365	-48.9119292363	0.399
之中	43.4092684931	4.88734216974	0.513
家里	70.8238435532	-73.3963772568	0.691
班级	50.0149154324	-89.5485613357	0.628
头且	-4.66558426643	102.072873872	0.505
月亮代表	-81.7400564607	57.8275671347	0.533
患	31.7533223637	105.984920295	0.721
钟案	-9.85729778839	-10.3418556001	0.611
英国文学	2.04496084645	-95.5305666313	0.634
一个	63.7019338	-4.39115233188	0.429
甚至	64.7935290829	14.5404871079	0.581
第三版	-12.0039756661	-101.766289483	0.635
笔杆	10.8146988487	-25.5515031936	0.625
文学史	4.211973185	-96.6167778551	0.629
避风港	-16.0970131729	15.5308303655	0.403
满城风雨	-10.9907479832	25.9309682419	0.410
刻刻	-44.5280822899	-62.8952595084	0.594
转发	40.1809873396	73.7412656481	0.486
有朝一日	-15.1309442605	66.7214757524	0.471
必蒙	-28.5438130305	17.7118652922	0.684
我办	-24.0608428067	-3.95686108482	0.539
代求	-22.6039971382	17.9900909387	0.508
湿润	20.9068598078	-61.3237420253	0.518
赛站	-71.7757254267	-43.9693938721	0.431
溪花村	-56.2597682002	-15.2679302058	0.480
散文	5.13475102871	-95.6463629903	0.547
变为	9.38900177811	-8.98235171734	0.402
大叫	-5.32095785857	62.2529866275	0.419
搞	-29.4471145242	65.2192004477	0.405
佳里国	-20.8643467733	-61.0851776052	0.482
第四版	-14.8528750085	-101.118917896	0.719
头版	21.9324125476	-101.794499223	0.678
当起	-3.57293955356	42.4692585584	0.494
回来	-9.66625276811	77.4789546689	0.588
国未	-8.75372927467	-11.4032401915	0.548
过去	39.7205088611	13.7773059788	0.464
易其	-47.7983395345	-65.3972747702	0.540
难受	19.0484520108	53.4122920313	0.645
小学生	52.5156294	-87.0871640296	0.600
纳闷	4.09693377748	52.486761408	0.621
年长	-40.9976902457	9.19987964339	0.642
中花	-76.9474234124	35.9167113706	0.458
童建菊	-47.6097526284	-15.9095601672	0.440
侍郎	-64.0341305769	-73.1908418929	0.486
小小的	-31.1748824627	33.1382658611	0.439
他时	-2.6087052938	61.48748268	0.524
丁道祥	-58.8825062329	-9.44475024074	0.602
代表性	-12.2744573278	-37.6768220553	0.602
强大	21.897131985	-0.245931515633	0.510
莫哈韦	18.618997128	-49.7983174335	0.518
身心俱疲	12.1244062046	38.0996777528	0.534
下半区	-6.56822651293	-17.5284743028	0.423
别离	-88.1256640385	46.3641243675	0.567
怎样	-29.8500790722	63.1383267798	0.574
地救	1.64033609386	11.9165131285	0.546
那天	-17.1153708328	56.2942424977	0.483
庆祝	-65.4708254979	82.1734690875	0.671
感谢上帝	-28.3550944522	19.8742809024	0.695
连载小说	6.4153451766	-84.6625796741	0.444
五版	-9.92378681574	-97.0031321041	0.650
雷振剑	-28.8457775762	-30.5950179633	0.400
只是	69.6142043305	8.33622936117	0.618
气愤	24.2208978975	50.47564698	0.608
发狂	10.3909720204	19.7923276379	0.490
日子	-63.5415823971	43.1021868956	0.515
流畅	-34.117824631	92.1471954796	0.654
观众	19.1902958213	92.5865956513	0.522
山珍海味	-63.8488564548	33.7815769698	0.553
酒店	13.6191300261	109.531458296	0.747
中以	43.5689047326	7.03283111014	0.431
亲切	44.8716773943	-65.9152068748	0.376
其藏	-46.6933853767	-73.5499442905	0.509
见面	1.6955668594	71.7510995817	0.629
男同学	56.5464484956	-84.8112063071	0.600
今天	-51.8510071286	66.1767608488	0.466
亲赴	-74.1660797231	-60.3646865094	0.516
数日	62.3900655286	42.8954844129	0.563
赐给	-63.306463643	-63.7527007989	0.626
虽然	71.5479301666	14.058772495	0.453
大量	64.5268449642	-14.7736718588	0.669
受到	88.6993374877	41.6566006149	0.756
浑身发抖	-18.4698781197	23.4722108934	0.567
简利	-99.2717700689	-25.646248796	0.614
身历其境	-19.0184053125	28.1462515319	0.489
千山万水	-74.8382684586	29.2873691016	0.689
求神	-30.0367662547	16.1882955214	0.534
大道理	-26.3611004688	-5.20075937625	0.548
捉摸	16.1282923251	10.9667228773	0.514
营养	29.6620938145	-39.7483202147	0.707
宫洋	-59.0610732181	-41.4749417801	0.490
王书权	-69.3869666974	28.6136776363	0.614
同学	57.6868130587	-84.1768733661	0.605
凭依	3.07653464218	-1.53518549159	0.605
自承	6.71735314112	34.2898819645	0.475
少雨	21.1619068745	-62.4977514201	0.699
磨皮	10.9176572794	3.21398919944	0.557
散漫	39.4528898448	-60.2765486527	0.488
蔓珠莎华	-79.4746091158	47.5997650211	0.545
读者	5.72055442585	-83.4470441849	0.560
映映	-18.7063897922	-11.4257998504	0.541
孙奂	-68.4040376316	-78.0354511271	0.601
赐予	-63.2857422261	-63.7353857275	0.626
交朋友	10.1264545248	55.8046222541	0.553
半小时	103.881614036	-6.85282675478	0.542
实在	61.6407540398	5.91562995407	0.646
教人	10.4409348432	29.8368231739	0.451
才能	86.3856536848	-0.789534799512	0.598
大陆	-62.3828068592	-30.2931165364	0.578
所以	71.5044371475	9.99402441862	0.567
沉寂	67.8047182626	56.521867456	0.476
总现	-40.8776907316	-26.0435617366	0.389
引人入胜	-29.6068804291	88.7301889869	0.558
足以	20.5301722555	-2.13514208198	0.560
嘢	-53.0280803253	13.2262581303	0.632
打昏	8.67781684016	12.4466239665	0.668
先生	-70.8956780139	-20.0426303317	0.663
往前走	-19.2336312928	62.7902933159	0.506
更加	46.5129942932	-19.198621745	0.620
幻眼	-41.2011144614	-4.21297863783	0.379
是否	95.4625015583	10.8294531503	0.551
赴法	-80.7220771466	-64.5454839819	0.630
紧邻	-14.0583509559	-60.1391222589	0.498
同班同学	58.7215681905	-86.4056812292	0.716
江苏网	-65.9593159363	-30.4262216404	0.466
天空海阔	-60.7048712033	35.9760171455	0.588
这里	48.0134262321	16.3591792178	0.467
大爱	-81.2960502549	12.6792642825	0.628
编辑	10.2200225898	-109.943028515	0.638
这些	63.7758954616	-18.1630189766	0.449
北非	12.962996357	-46.7992561014	0.617
帝具	5.11398778883	-0.451614479155	0.593
电信	6.79087834062	-58.9375876063	0.509
唐晓芙	-19.5285393462	-2.32124231838	0.474
实际上	70.2903754693	13.2624514668	0.602
林晓洁	-34.6110266541	43.4218400516	0.452
面见	-74.0402586188	-56.3295261805	0.526
咋子	-26.3831067607	-25.1814739577	0.508
长凳	29.4589673492	-19.7362812457	0.516
婵娟	-74.9351362808	-12.1480477786	0.548
永铭	2.39009161853	-43.3311673877	0.425
同意	50.3287435708	55.995035681	0.577
林宝龙	-3.40215258384	12.5626569517	0.637
写	16.7827858214	-85.4703385579	0.572
破旧	39.5304530929	-35.1334343995	0.472
峰值	7.84959505979	-34.1963656639	0.585
极度	39.3817069484	-52.4745939145	0.705
报复	40.288874547	42.1667494717	0.589
再	41.7043997771	25.5980003312	0.538
祈祷	-35.3066777536	18.4855969401	0.630
沉浸	6.85873439633	49.766318347	0.430
等	58.8681849604	-25.7980230654	0.470
美好	-57.9768234453	26.6223643925	0.442
情节	-20.567387573	90.0871043997	0.630
騨	-52.8580029609	-47.4291712354	0.401
八个	80.7543313935	-44.0231785985	0.628
惶恐	16.2443490877	41.8065951464	0.461
坚持	24.2478374475	75.2698146813	0.563
变得	47.0193583884	-19.7836179473	0.547
两端	-5.58307004618	-54.343912539	0.554
彼此间	73.4891943432	72.7120606599	0.595
自此	58.400122803	45.7940086843	0.718
段时间	81.960922985	29.2471582918	0.677
共有	83.9005105541	-32.0645620126	0.669
歌艺	-47.7620810005	20.27871543	0.405
我们	58.5926869335	0.878222244064	0.664
欣赏	-42.9063440095	13.9731353367	0.503
潘莉翎	-62.9135386185	26.3519457279	0.529
有近	86.9587404139	-26.5394537961	0.524
送给	38.667708799	29.1361131827	0.661
密会	-15.0628360973	0.16694117551	0.465
会害	-9.09164701889	18.5390441344	0.558
体会	-26.034679558	26.4232574493	0.516
决议	58.0563556888	65.3164334604	0.497
有过	7.34025220354	71.3075437115	0.523
决定	54.8396575502	28.5527053577	0.465
喜憨儿	98.1848567903	-40.1785345288	0.567
招富	-18.914187734	-8.26090578053	0.538
未元	-13.9161364605	-17.3986881833	0.561
电讯报	45.986122938	78.7033085278	0.473
想	-17.2673570909	68.6847031607	0.645
还要	79.1397921064	-13.732530117	0.565
仲祈	-1.11905706857	31.6865039994	0.550
你们	-50.1101826013	68.6040384886	0.678
来说	72.1924450205	25.9897266961	0.483
吹干	14.7058515465	-8.28921427032	0.547
有用	41.195492056	-23.5675617447	0.538
阴光	-37.8178019749	-43.7494094928	0.456
怎么	-44.8127063466	70.8381387115	0.518
批评	40.5011622057	66.5373145195	0.658
淋浴间	29.2759230266	-22.3449144611	0.525
圣诞礼物	-38.8029209908	31.2654738866	0.471
收养	77.7047484195	-73.7197939889	0.440
波澜	-66.4072052301	8.70438254497	0.413
八版	-10.1028283279	-96.917381049	0.661
讲清楚	-64.6925622516	62.4464723042	0.615
万言	-16.7646761106	-85.7400954886	0.708
喜爱	-45.8986970134	14.1992550615	0.503
彩卷	-29.3464355525	-51.1242829196	0.471
恭迎	-7.5082277778	-42.6270550916	0.424
脆弱不堪	11.7197299849	-0.707878276179	0.511
接九如	-22.7667980068	-66.1986444763	0.531
姚敏曲	-84.5217890011	43.3398163619	0.459
莫爱兰	-46.3717369537	-17.0542314097	0.411
因此	65.9893021356	19.4773632899	0.698
亲临	-73.7581221279	-58.1901478941	0.528
何等	-52.5169690702	-79.1180464563	0.720
赚取	-33.7088644239	-86.560537705	0.502
路祥安	43.4536020406	58.9027817559	0.607
班里	52.8453766115	-83.5302417557	0.520
认知	29.0521348397	-31.5615412988	0.591
经常	52.4154610913	-13.4446360274	0.580
马拉松	-75.0171194825	-42.9478099329	0.501
以来	69.5804164559	37.9483146178	0.478
期间	59.6075843597	37.0674349887	0.521
怜恤	-29.5275584497	18.9368566654	0.668
借	-6.92192793704	17.5515006631	0.440
张继聪合	-45.2905575017	-8.59955739575	0.499
走过	-74.0133291446	44.8127892501	0.464
无数	67.3690347614	-14.2484320131	0.547
非常	41.4678984768	-52.3772501376	0.833
学校	46.0574044993	-90.1510508774	0.627
窘迫	24.7064329679	19.1835775249	0.490
厌食	27.5341266589	10.6196899231	0.534
相遇	1.26873468659	74.2149240954	0.583
前尘	-85.5759772578	50.2673721591	0.533
须永赖	-49.3497664148	-38.0080254828	0.568
却成	-5.22918620113	39.2008898633	0.589
后来	58.1636731824	34.6122879866	0.449
能力	21.8719732172	1.37280601231	0.538
时段	114.605169163	-2.45051245737	0.521
写信	51.486444231	47.8356020004	0.676
召见	-74.2183193563	-56.5023134636	0.528
一片	79.7124692899	50.5456436382	0.503
共同	51.9251827888	-28.524673883	0.411
王国	-37.4813022795	-35.6516044167	0.683
内衣	-4.95879974481	107.656347478	0.482
激化	74.2338735381	58.4921692618	0.578
看看	-36.5136477631	72.6384623909	0.595
一九七八年	-13.8280737417	-80.6564262365	0.505
引进	-5.744582702	-33.4335222803	0.521
信心	20.8213405459	69.3689469385	0.475
海区	17.4179393337	-50.5686382042	0.487
撰写	14.1501311247	-95.5005404569	0.568
苍狼	-75.8062026452	-5.5699564483	0.517
遮住	-10.0713032952	106.731747706	0.638
地被	15.692396716	22.3557642675	0.437
泪来	-18.3209341588	23.738108881	0.570
至逢	105.864156705	-0.752064935661	0.544
眼前	12.0119949207	46.0890494652	0.503
这时	51.9558268296	36.5382147767	0.505
追兵	-104.012026885	8.54706521401	0.500
夜长梦多	-74.3972134747	48.9176810735	0.398
算了	-40.1504942137	69.0151509054	0.508
分成	78.1372937284	-48.0680158485	0.781
一直	78.3595186692	14.9084577119	0.631
闹	-10.2058871179	26.6778789713	0.434
打算	43.837918044	40.9013267745	0.557
充电站	2.56566002886	-67.6415387708	0.528
看似	38.3989405214	-64.5931875159	0.703
酥	-50.7902994828	-108.568952728	0.699
将来	30.0344021531	74.317644375	0.508
憧憬	58.1802603712	-81.3941583414	0.563
十分	40.8655642292	-51.9986119951	0.739
答应	18.0338160751	38.4850391779	0.629
压抑	38.9510396723	-59.4467376789	0.480
毫无作用	14.9003217424	22.9608001265	0.481
黄沙	-87.4668942439	-35.1608480048	0.564
全都	61.766595015	13.3422802487	0.535
怕	-38.7256575859	44.0788769112	0.592
永远	-62.771045205	52.6457180106	0.454
真情流露	-76.9859951987	56.8805539487	0.670
恰想	-67.7256828906	24.4576953882	0.564
北京	-62.7191281401	-29.2959999135	0.474
恶化	77.8548273925	56.5308089254	0.585
大本营	-45.0289535968	52.0212434795	0.572
默默	-9.55145169366	55.9345196221	0.624
有界	19.9465572279	-19.6673674649	0.530
谌予	-67.9738772062	-19.1293100423	0.427
统统	4.42238174933	15.5395924347	0.498
计明凤	-70.6857347309	2.43562140877	0.504
pabf	-53.3247277677	-5.60640918627	0.481
北于	-15.8472702189	-69.1660421626	0.618
而后	57.141671844	33.7298219019	0.449
绿意盎然	25.8826543726	-49.7911289012	0.475
包括	55.3090771191	-27.1040811341	0.502
社论	21.2656842589	-101.437748576	0.679
嘉勉	-72.7641753901	-59.4665112178	0.521
正妍	-53.9565826457	-14.773474752	0.501
冷嘲	-35.1981779252	57.4723467766	0.603
里面	25.9429058559	-11.8063149772	0.440
亲像山	-66.6979002118	46.1665693129	0.603
自从	64.8796769918	35.5032562262	0.477
充足	18.9330613886	-55.5443972352	0.609
部数	-43.4884527618	-31.0462607344	0.505
号德式	-28.8816778139	-38.2059401662	0.518
忧虑	30.550434973	58.9959813033	0.616
大家	-15.5280610629	69.2279222781	0.526
火舞	-70.4967606502	3.00486371006	0.564
疗治	-51.9370584743	-58.480902103	0.510
诗歌	7.13656392232	-91.0111660615	0.555
新	-16.1529288959	-32.1536223595	0.452
路接	-21.6778315886	-65.9951843884	0.498
做点	-28.5128472064	64.6285460456	0.539
大塘	-88.0718208079	-36.6033921846	0.459
之声	-61.328288638	-28.7426157884	0.366
寄给	23.4211446028	-80.8171787635	0.552
孔丛子	-15.832823679	-85.6940675402	0.692
因而	65.1976434321	19.8321220164	0.701
孩子	75.3828820418	-70.2167725334	0.683
电话号码	8.07031753289	-65.1915882194	0.514
追赶	-102.983058468	7.46529619637	0.548
个	80.7881634574	-42.2800087436	0.628
孔中	10.9447991921	-24.2731711952	0.625
恋爱	-62.4492173253	46.4636683716	0.493
性格	38.1233183528	-67.712967087	0.695
同情	32.1133970194	60.7140069807	0.497
陪	-54.5001056629	58.8153591208	0.583
小格子	5.10538500151	-8.63095465089	0.540
不久	60.6630053056	39.6517729624	0.606
议案	58.1252382352	64.4993434517	0.497
接纳	51.7314140134	55.7970183544	0.577
神棚	-13.1893599908	-48.1864974399	0.463
实现	37.6242784907	-14.6192656294	0.474
他们	14.0756099142	68.5808799817	0.694
互动	28.1420281816	87.6371009584	0.519
此王	-46.6588782765	-66.3424659785	0.540
茫然	10.2960879364	44.4402086331	0.593
取走	9.43797256661	17.2346864569	0.503
驯致	-49.5702696439	-69.4446703837	0.631
太紧张	-6.75823315358	20.2787114937	0.593
除了	68.2411895271	-28.604374151	0.617
福不福秀	-41.9049111052	-23.1755745402	0.392
憝	-49.8598979152	-68.5363674491	0.632
罢不来	-76.1588582262	48.8578310156	0.696
民众	59.4265041794	77.5216812097	0.529
渔政	-63.0009545393	-31.5392511986	0.469
离别	-62.0187478832	43.1484501854	0.427
婚姻生活	-12.2479872358	40.2095872306	0.560
与你同在	-51.3084333651	40.2029598971	0.466
一下	-35.7147665031	73.0505466625	0.546
八云今	-31.3468912671	-47.4881326961	0.469
南部非洲	10.3431532398	-46.9764360185	0.586
取代	-2.77468465673	-34.3884888035	0.496
发脾气	4.50878446106	55.161672695	0.420
拜望	-71.0384842251	-61.3940412755	0.596
交在	-24.3582489995	16.9017636178	0.603
真扮	-65.9622135924	-17.896997967	0.506
投稿	6.09228796735	-84.1346191808	0.560
伯特死	40.152511131	15.4472575187	0.509
仿佛	25.0332643018	30.5389850283	0.528
形迹	-21.1100666777	23.6677842329	0.501
失去知觉	32.6879310884	33.8700709963	0.578
母亲	75.9757587038	-77.5216315345	0.766
崔秀琳	-65.7628102546	-12.2083453519	0.465
受其	88.1581447752	40.4161919198	0.579
坐落于	-14.0367302631	-58.5699004466	0.472
偿付	-30.6044589274	-86.2259817126	0.539
渐渐	70.4576422351	49.7940937058	0.747
联手	5.0467158231	6.29234507135	0.463
滴汗	-77.5223152503	49.6714219416	0.682
代针	9.54594862943	-23.2076153684	0.539
日祁	-5.51338977426	8.33654103174	0.569
植光	-25.6464544762	-29.3671364571	0.495
感动	18.3619464251	61.5775064647	0.544
鲍迪	-53.0668889933	-4.36091668408	0.498
平淡	31.1331190507	-50.6996937331	0.501
共分	79.1830073711	-49.1151412337	0.540
认识	-5.54735047218	42.3644347088	0.610
门介	-48.1335251339	-45.1272081012	0.399
前任	-52.4566415119	-20.0790567066	0.426
少年心	-80.9465595308	45.0826525217	0.549
尹云宰	-56.3172441396	-15.7509305552	0.581
敌我不分	11.0297092674	20.6827485968	0.479
生活	53.4480304019	-46.6234385602	0.536
拥抱	-58.802359342	49.9189524676	0.501
般	47.5125020889	-5.210709321	0.588
填	-45.7143724909	-7.82223127346	0.499
湖南卫视	-44.9389094746	50.5641423424	0.655
儿子	74.7078194188	-77.9329108532	0.722
三个	81.6679034555	-44.2351259982	0.605
焦虑	32.8131004725	49.6547542654	0.649
基隆	-6.32398824843	-68.3479298679	0.609
鸡丝	-48.9317931039	-106.541126801	0.706
不论	96.4435074425	14.5934359835	0.727
然后	40.7243123773	26.5530444021	0.606
亲往	-72.3346390659	-60.499909337	0.591
传言	40.2842495328	72.0961572868	0.500
烈	-66.1482332041	-11.405487545	0.465
抓来	6.47526212558	16.107983186	0.606
看到	-7.68125354636	68.8912669962	0.691
佛修里文	-6.46381002737	12.6643470195	0.536
大而化之	42.0069046182	-64.7670275948	0.713
不计	2.76643074733	-14.0014400585	0.448
似的	25.6710605754	29.7216277796	0.526
收录	101.723777023	26.0204262331	0.446
养	76.1636785913	-68.9063415323	0.497
后辈	58.0806770816	-82.9435805765	0.664
广大读者	-26.8686550395	-3.27466063216	0.465
共	84.8186071058	-32.1817783422	0.669
错愕	23.5457310375	50.4614991835	0.580
沉默寡言	37.0735696097	-67.8367628118	0.702
三十分	111.526389194	-7.28190839553	0.531
寒意	13.2068463305	-1.79004077637	0.503
极为	40.1720775298	-49.9782426859	0.654
就算	72.6572471663	4.1122532424	0.522
三丁	-52.6684746884	-35.8776847105	0.455
读过	50.707259844	-81.6465554108	0.528
疲惫	23.796338335	17.5484024245	0.541
衣摆	5.1393729971	-8.58482249413	0.540
闪耀着	-29.059093838	30.0225745265	0.451
别扭	46.4323978899	-60.6347150071	0.573
思亲	-11.7272873788	-47.504656466	0.486
由于	69.7531416128	16.4490941294	0.643
饮食	27.5410442705	-37.4516799624	0.517
梦河	-41.1538997521	-22.5636393169	0.425
蒋锦鸿	-68.1162497943	23.6017404671	0.579
先	41.8383388961	25.4493726845	0.500
诞辰	-33.7905244208	9.30019669857	0.614
还是	70.3138648605	9.01292401356	0.491
故事	-20.2793311464	91.8896845349	0.709
sundowner	-22.8804634187	-22.9962348448	0.464
听力	24.6321960478	7.05158442403	0.539
巴缎	-31.7011608278	-71.9527583037	0.655
对泰德	-4.67222543255	7.95660504057	0.610
很难	79.7560390063	1.80797481542	0.660
方才	60.8365068087	41.2389050485	0.522
大陆性气候	22.362803511	-63.964419164	0.714
胡出	2.9344353595	-12.6280774569	0.422
喘鸣	25.3087214749	11.6146072256	0.796
宗家	-46.6066681592	-48.9389445639	0.440
感激	19.2090421835	62.3741899253	0.521
全责	11.1199932005	33.0042551198	0.541
热带丛林	18.8377414431	-49.734349353	0.515
教职员	48.887771067	-90.0873394988	0.601
孟智超	-61.6412626688	-7.99989898149	0.507
只好	44.0907061841	39.9859260724	0.675
看法	44.0135759427	65.4850626324	0.607
拙于	15.0170934819	10.8954929964	0.515
人迹罕至	25.9259081521	-49.8006730941	0.496
方心式	-16.5142653015	-49.119203563	0.451
如果	73.9104974523	1.13714505524	0.688
较	75.1000287538	-13.8565528066	0.594
回到	-3.22353335181	85.0356636542	0.468
吃苦	-32.4943050987	46.3514520336	0.566
包围	-104.235300989	1.3444340387	0.514
信奉	-52.4842856548	96.4421552482	0.670
顺组	8.23100799798	-14.7333298792	0.446
曾	53.3534489532	20.6272854484	0.598
自我概念	27.2039932755	-34.4882563749	0.570
替	4.29366719925	64.1440892689	0.523
光庆	-4.08446285342	54.9362518646	0.458
对此	33.8881889606	60.0838254632	0.589
歌之女	-78.2625443057	49.0875152063	0.675
难为情	-41.9907502137	41.0894760832	0.439
我过	-12.753864749	24.3114668398	0.508
亏心事	-12.8983608714	18.2337480202	0.358
大忙	-5.02236663322	38.5085878186	0.546
各位朋友	-33.8694958254	-10.5635725579	0.483
赏识	-89.765059717	-48.39690284	0.565
热情	-21.0147961151	40.371280084	0.466
可倩	-18.2249070411	-4.21552110796	0.543
电话	7.645352623	-65.0393571051	0.578
能够	86.3313776043	-1.49286737331	0.844
订购	-5.58249222334	-33.7283135992	0.471
隔阂	74.3828205151	70.2371378827	0.502
不假思索	4.63833472468	46.5930248935	0.576
英雄	-63.9756719701	-2.13340208966	0.470
相连接	-2.77627965451	-56.4258975991	0.468
石庆路	-27.1347737958	-35.7536990008	0.541
进口	-5.6395145947	-29.2423550638	0.400
这种	62.0571264089	-19.234575428	0.663
年轻人	9.7515906534	67.8275255934	0.435
相逢	-88.9955869757	46.8028592714	0.651
学习成绩	52.8041457315	-96.3374371518	0.612
碰面	1.2220708884	73.6461970588	0.565
遇赦	-66.8674473201	-66.9024151363	0.587
天光云影	-12.4568470871	-50.5927890289	0.462
南北	-2.00629879359	-56.1010652195	0.559
反对	47.9729563047	62.7957898345	0.651
草原	20.0602249872	-47.6021439644	0.520
情难	-86.9291509411	48.9168338259	0.529
相通	-2.62913914529	-57.527805427	0.512
时所	44.4613104319	8.40360021703	0.391
郑海莉	-54.0260099349	-14.5512869096	0.457
混乱状态	73.7333114403	55.3677511261	0.449
憨厚	41.4976859022	-65.3188920492	0.751
动不动	11.4017528417	54.4765052884	0.596
着	27.4253133811	27.985855009	0.695
憎恨	25.4537015468	45.0222359744	0.560
中则	44.9160787208	6.35983240509	0.462
刊发	19.2001537877	-100.213213626	0.652
jbcb	-23.9029512985	-29.282770996	0.489
提拔	-89.9697485058	-49.4278700172	0.587
逐步	72.9317866333	48.2329521867	0.507
陪伴	-10.7085164209	57.3190260397	0.587
顿感	14.1483550575	40.7434205231	0.632
攻破	-106.075805718	-2.28210457076	0.473
碰过	-6.94947722542	21.2429522322	0.548
叶仁杰	-86.0780165132	22.1103760842	0.388
问礼于	-16.5233260252	-84.7033397911	0.693
设双侧	-16.3562177103	-46.6020295012	0.507
十分钟	95.9476826498	-12.9363977039	0.453
将近	85.8793117419	-25.2916545113	0.599
迢迢	-79.8598729726	33.4573207344	0.502
知道	-21.92303065	74.9646709216	0.647
代序	-9.40892485079	-88.6235023225	0.647
代言人	92.9742302576	-43.6873215104	0.543
对	71.4466400757	25.3812860197	0.663
悠悠的	-65.4373836848	7.91615421193	0.413
责任	36.9152008202	86.8835971882	0.556
追上	-102.667652265	9.88795574703	0.510
一定	73.9710563601	5.12589032908	0.567
受此	87.4955447303	41.6541979959	0.587
史迹	-12.8221121011	-38.3153361794	0.566
求田问舍	-45.4899577372	-65.096039654	0.540
受弱	-22.2409366265	-27.9445291513	0.575
这次	101.266089847	-25.1477592563	0.768
初职	-21.1528819643	-36.7436866999	0.598
尊敬	26.4490974487	37.1139099092	0.475
长跑	-74.4428382405	-42.8526939816	0.501
长镁	-36.7371983078	-11.6245835477	0.599
邮政局	-28.4295745374	-52.6193973007	0.483
剧情简介	-19.9578350419	92.2158999379	0.620
蔡锡昌	-68.0123113589	-19.9346558974	0.626
写作	6.06148619346	-90.6637130318	0.555
男声	-47.9681036724	49.3827425974	0.661
距离	15.6110422465	-35.4098495351	0.438
一击时	8.95337121878	18.9197443338	0.537
毕书	-75.8941163809	52.291166944	0.512
情爱	-20.2271981355	45.196445757	0.513
心烦	21.5072959373	12.6620038448	0.512
fanily	-56.698457349	5.33505725493	0.496
副主编	8.37861074012	-110.113885823	0.705
民事责任	38.7826768781	88.5948644536	0.534
岁	69.1745337797	-70.7797268547	0.536
祷告	-35.2835079365	18.4944317172	0.630
为选	-40.8818232815	-26.568139973	0.363
最大	13.3863757695	-35.1870975394	0.585
吻下去	-60.9108490752	59.1162452977	0.556
照护	29.0966202959	-37.3258132955	0.552
至四及	106.147874601	-1.19993649362	0.541
两国人民	21.33934212	81.0718170792	0.472
隐于	-46.0576443056	-70.3478467726	0.542
令人	25.3321347795	55.0488342731	0.398
才华	59.2755679877	-56.4899751429	0.409
别无所求	-69.4783716926	30.737672504	0.558
为逢	109.864145013	-3.5488736867	0.521
中山南路	-19.0825817918	-68.3917674112	0.492
听众	19.1930369412	92.5839710997	0.449
孤胆	-64.6947806939	-2.22156630463	0.456
坎坷	-11.4862849374	41.5298423987	0.530
照料	66.3656066448	-50.3750712155	0.691
名字	-88.9389797792	-11.89788371	0.567
旧	-30.2243938432	-46.7860147142	0.355
全部	74.0021386286	-23.1837917739	0.648
具有	45.3783441498	-13.224757857	0.576
彼此	74.5837455403	71.6454246877	0.768
偷偷	-8.31616822471	58.8616708251	0.564
续战篇	-33.6007182708	-1.02032487281	0.509
上界	19.6974844886	-19.6022065869	0.535
时	57.1858795261	37.1606150002	0.590
苑淑娟	-49.5844790818	-16.6782443546	0.456
城天	-13.2753689417	-47.3492532238	0.464
扣人心弦	-29.9782015757	86.885506943	0.558
剧展	-81.6641387777	14.4358204061	0.624
喝	-40.6117250718	-101.192413369	0.653
王杰	-83.3760501169	56.0585574136	0.595
值日生	-45.2617330227	24.785046659	0.441
赞赏	-42.0745492645	15.46126925	0.409
一旦	82.420728987	4.212775993	0.550
别难过	-39.2579927733	-12.4904051168	0.562
衣远	-6.17022894817	7.12351620744	0.433
至	105.995423221	0.23836342719	0.538
期播	-38.7868694741	-9.96997616873	0.607
年轻	-41.067014511	9.16160626982	0.642
位置	-88.9458915235	-11.9035695768	0.481
脂本	-5.71323419629	-87.8658782706	0.551
高雄	-6.22324289264	-68.6026109643	0.594
老旧	39.7828699992	-34.1581617139	0.517
展博	1.80191099931	40.2644546591	0.591
虐心	-23.2560116468	-9.1000446288	0.502
改由	50.6032726834	26.5170100137	0.454
两本	11.5439861547	-90.3626374789	0.536
亲口说	-51.0967380696	38.3802749016	0.546
路居馆	-29.1960167243	-38.5670574269	0.576
黄冠钧	-44.4436455921	-13.7741874503	0.441
依然	77.6396535932	14.5437574258	0.613
落泪	22.5802540753	53.3568176119	0.489
王平安	-8.08089382594	-43.5273616879	0.450
画沙	-72.544583843	28.896245243	0.649
沉重	39.3653601706	-47.916847236	0.488
细腻	-35.9245440682	91.821682142	0.686
它	64.8596623301	-6.51851528322	0.539
宗教	-52.6534856842	94.4664552903	0.679
引入	-3.14733798935	-34.2745754235	0.521
不仅	58.9710631958	-10.3316700787	0.540
读后感	-63.1212015307	26.1972173405	0.491
附身	2.42955901972	-2.04891701504	0.592
出名	-41.5260169899	10.6133833766	0.542
相处	-13.1689505008	44.3181587691	0.536
zenryoku	-26.3636512083	-30.1433513861	0.407
惯达	2.37776644485	-43.1572592311	0.537
使得	67.3773769922	20.6994090297	0.519
访领	-43.1477603587	-45.432198692	0.388
讨论一下	-14.6340945083	-5.37267471061	0.419
汇校	-10.2573729045	-87.4526338604	0.638
持久力	21.7340435251	1.6233955703	0.545
室友	59.154681606	-84.2526041463	0.650
